Publisher,Regional Preference/Origin Location,Website,Subjects,Genre,No. of Books Published (last 5 yrs),Max. Publications' Year,Max. Publications' Season,Manuscript Needed (Y/N),Chapters Needed (Y/N),requires_agent,peer_reviewed,proposal_required,academic_focus,religious_focus,in_house,open_calls,Miscellaneous Submission Requirements,Promotion Channels,Titles/Industry Recognitions
Harvard University Press,"Cambridge, US",www.hup.harvard.edu,"Education & Reference, Math & Science, Academic, Art, Biographies & Memoirs, Business, History, Law, Health & Wellbeing, Politics, Religion & Spirituality, Travel, Literary Fiction, Nonfiction, Fiction, and Poetry",Multi,2000,2022,Summer,Y,Y,N,Y,Y,Y,None,N,N,Scholarly proposals peer-reviewed; strong academic focus,"Academic library networks, conferences, global university distribution",Prestigious academic press with numerous acclaimed scholarly works
"Little, Brown Books for Young Readers","New York City, US",www.littlebrown.com,"Picture Book, Middle Grade, Young Adult, Diverse Literature, and Children's",Multi,2500,2024,Fall,Y,Y,Y,N,N,N,None,N,Y,"Division of Hachette; typically agented, but see site for occasional open calls","Huge library presence, retail distribution, kids lit fairs",Publisher of many top children’s/YA bestsellers
Wakefield Press,"Cambridge, US",www.wakefieldpress.com,"Literary Fiction, Young Adult, History, Biographies & Memoirs, Art, Cookbook, Environmental, Education & Reference, Nonfiction, Fiction, and Children's",Multi,800,2021,Summer,Y,Y,N,N,Y,N,None,N,N,Focus on literary translations & cultural works; proposals from translators or authors with strong pitch,"Academic/art events, library channels, small press distribution",Respected for world literature in translation
Orbis Books,"New York City, US",www.orbisbooks.com,"Catholic, Christian, and Nonfiction",Multi,400,2019,Spring,N,N,N,N,N,N,Catholic,N,N,Maryknoll-affiliated press focusing on Catholic theology & mission; see guidelines,"Catholic stores, religious conferences, missionary networks",Leading Catholic publisher of global mission/spirituality titles
Zondervan,"Detroit, US",www.zondervan.com,"Christian, Religion & Spirituality, Fiction, Nonfiction, and Children's",Multi,1200,2020,Spring,Y,Y,Y,N,N,N,Christian,N,N,HarperCollins Christian imprint; strongly prefers agented or known authors,"Christian retailers, church networks, library marketing",Top evangelical publisher with multiple bestsellers
Liturgical Press,"Minneapolis, US",www.litpress.org,Catholic and Nonfiction,Catholic and Nonfiction,1000,2021,Summer,N,N,N,N,N,Y,Catholic,N,N,Monastic-run press at St. John’s Abbey; primarily academic/liturgical Catholic works,"Catholic academic channels, monastery distribution, religious events",Respected Catholic liturgical/academic publisher
Inter-Varsity Press,"Chicago, US",www.ivpress.com,"Christian, Academic, and Nonfiction",Multi,700,2020,Spring,Y,Y,N,N,N,Y,Christian,N,N,"Evangelical focus, academic and trade Christian titles; see site","Church channels, campus ministries, library distribution",Influential evangelical press with theological depth
Camino Books,"Philadelphia, US",www.caminobooks.com,"Sports & Outdoors, Travel, Cookbook, History, Art, Health & Wellbeing, Biographies & Memoirs, True Crime, and Nonfiction",Multi,300,2023,Fall,Y,Y,N,N,N,N,None,N,N,Regional interest in Pennsylvania/mid-Atlantic plus broader nonfiction; see site,"Local events, regional distribution, library marketing",Small press focusing on Philly/regional topics & beyond
Spencer Hill Press,"New York City, US",www.spencerhillpress.com,"Young Adult, Romance, Women's Fiction, and Fiction",Multi,600,2024,Summer,Y,Y,Y,N,N,N,None,N,N,"Open to agented/unagented YA & romance queries, guidelines posted online","Romance/YA cons, online marketing, library channels",Small press with popular YA romance titles
Seven Seas Entertainment,"Los Angeles, US",www.sevenseasentertainment.com,"Manga, Comics & Graphic Novels, and Fiction",Multi,1500,2020,Fall,N,N,N,N,N,N,None,Y,N,Publishes mainly Japanese manga and light novels; acquisitions in-house,"Comic shops, anime cons, major retailer distribution","Known for popular manga, yuri/BL titles, and licensed series"
Permanent Press,"New York City, US",www.permanentpress.com,"Literary Fiction, Mystery & Crime, Thriller & Suspense, and Fiction",Multi,250,2021,Spring,Y,Y,N,N,N,N,None,N,N,Longstanding indie for literary & crime fiction; small open window for unsolicited,"Indie bookstore distribution, library marketing, literary awards submissions","Multiple literary awards (PEN/Faulkner finalists, etc.)"
Forever Yours,"New York City, US",www.foreveryoursbooks.com,"Romance, Women's Fiction, LGBTQ+, Diverse Literature, Fiction, and Novella",Multi,200,2020,Fall,Y,Y,N,N,N,N,None,N,N,Digital-first romance imprint of Grand Central (Hachette); see site for calls,"Romance cons, social media, e-book marketing",Publishes e-book romance across subgenres
Ripple Grove Press,"Woodstock, US",www.ripplogrovepress.com,"Picture Book, Diverse Literature, and Children's",Multi,150,2021,Summer,N,Y,N,N,N,N,None,N,N,Open to picture book submissions from authors/illustrators,"Library distribution, children’s fairs, specialty retailers",Small indie known for quality illustrations and heartwarming stories
Lake Isle Press,"New York City, US",www.lakeislepress.com,Cookbook and Nonfiction,Cookbook and Nonfiction,200,2024,Spring,Y,Y,N,N,N,N,None,N,N,"Focus on cooking & lifestyle, see site for guidelines","Retail distribution, cooking demos, library marketing",Boutique cookbook publisher with some award-winning titles
Phaidon Press Ltd.,"New York City, US",www.phaidon.com,"Picture Book, Middle Grade, Architecture, Art, Cookbook, Travel, Photography, Children's, and Nonfiction",Multi,300,2019,Summer,Y,Y,N,N,Y,N,None,N,N,High-end illustrated art/design/cookbooks; proposals are curated,"Museum shops, art/design retailers, global distribution","World-renowned art publisher, known for design & photography monographs"
Cengage Learning,"Boston, US",www.cengage.com,"Math & Science, Education & Reference, Diverse Literature, and Nonfiction",Multi,5000,2024,Fall,N,N,N,N,N,Y,None,N,N,Focus on academic textbooks & resources; primarily solicited from educators,"Global distribution in schools/universities, library marketing",Major education company with broad textbook catalog
Kar-Ben Publishing,"Minneapolis, US",www.karben.com,"Jewish Literature, Picture Book, Education & Reference, Diverse Literature, and Children's",Multi,700,2022,Summer,Y,Y,Y,N,N,N,Jewish,N,Y,Focus on Jewish children’s books; open to unagented with full MS,"Synagogue/school networks, library distribution, Jewish festivals",Prolific publisher of Jewish children’s literature
SAGE Publications,"Los Angeles, US",www.sagepub.com,"Academic, Medical, Psychology, Law, Diverse Literature, and Nonfiction",Multi,1000,2021,Spring,Y,N,N,Y,Y,Y,None,N,N,Peer-reviewed academic approach; proposals from scholars/professionals,"Academic library distribution, professional societies, global presence",Major academic publisher with top-tier journals
Milkweed Editions,"Minneapolis, US",www.milkweed.org,"Literary Fiction, Narrative Nonfiction, Diverse Literature, Fiction, Nonfiction, and Poetry",Multi,300,2021,Spring,Y,Y,N,N,N,N,None,N,Y,"Nonprofit lit press; open reading periods for fiction, nonfiction, poetry","Indie bookstore outreach, library channels, literary events",Award-winning nonprofit focusing on environmental & diverse voices
Westminster John Knox Press,"Louisville, US",www.wjkbooks.com,"Christian, Academic, Religion & Spirituality, and Nonfiction",Multi,500,2023,Spring,N,N,N,N,Y,N,None,N,N,"Presbyterian publisher; proposals from theologians/scholars, see site","Church networks, theological schools, library marketing",Respected theological imprint
Mecca Books,"Philadelphia, US",www.meccabooks.com,"Islam, History, Politics, Math & Science, Religion & Spirituality, and Nonfiction",Multi,350,2020,Fall,Y,N,N,N,Y,N,None,N,N,Focus on Islam & related subjects; proposals from scholars/writers,"Mosque networks, Islamic events, online distribution",Noted Islamic publisher with educational/spiritual resources
Broadway Play Publishing,"New York City, US",www.broadwayplaypublishing.com,Screenplays and Fiction,Screenplays and Fiction,100,2024,Spring,Y,N,N,N,N,N,None,N,N,"Focus on plays/scripts, some expansions into fiction; see submission guidelines","Theater channels, drama cons, library distribution",Well-known for dramatic scripts & theatrical works
Arte Publico Press,"Houston, US",www.artepublicopress.com,"History, Politics, Diverse Literature, BIPOC, and Nonfiction",Multi,700,2021,Winter,Y,Y,N,N,N,N,None,N,Y,"Largest US publisher of Hispanic/Latinx literature; open to queries, see site","Latin American community events, library distribution, university marketing",Highly regarded for Latino/Latina authors and bilingual works
B&H Publishing Group,"Nashville, US",www.bhpublishinggroup.com,"Christian, Nonfiction, and Children's",Multi,2000,2022,Fall,N,N,Y,N,N,N,Christian,N,N,"Part of Lifeway Christian Resources; mostly agented for adult books, children’s queries by invitation","Christian bookstores, church channels, library distribution",Major Christian publisher with numerous bestsellers
Wraithmarked,"New York City, US",www.wraithmarked.com,"Science Fiction, Fantasy, and Fiction",Multi,150,2024,Fall,Y,Y,N,N,N,N,None,N,Y,"Focus on epic fantasy, progression fantasy, and SF; open calls posted periodically","Online marketing, SFF cons, strong social media presence",Niche fantasy publisher known for online fandom hits
Our Sunday Visitor,"Huntington, US",www.osv.com,"Catholic, Religion & Spirituality, and Nonfiction",Multi,400,2019,Winter,Y,N,N,N,N,N,Catholic,N,N,Catholic nonprofit press; see guidelines for faith-based proposals,"Parish distribution, direct marketing, Catholic stores",Well-known Catholic publisher (magazine + books)
Press 53,"Raleigh, US",www.press53.com,"Biographies & Memoirs, Literary Fiction, Nonfiction, Poetry, and Short Story",Multi,3000,2023,Winter,N,Y,N,N,N,N,None,N,Y,"Open submissions for short story, poetry, and some nonfiction; see site","Literary festivals, small press distribution, library marketing",Respected indie for short story/poetry collections
Tule Publishing,"Los Angeles, US",www.tulepublishing.com,"Mystery & Crime, Thriller & Suspense, Romance, Women's Fiction, Diverse Literature, and Fiction",Multi,1000,2022,Fall,Y,Y,N,N,N,N,None,N,N,Popular for romance/women’s fiction but open to mystery & more; see guidelines,"Online marketing, library channels, romance cons, social media",Indie romance-focused imprint with a growing crime line
Orbit,"Detroit, US",www.orbitbooks.net,"Fantasy, Science Fiction, and Fiction",Multi,400,2022,Spring,N,Y,Y,N,N,N,None,N,Y,"Hachette’s SFF imprint; primarily agented, but occasional open calls posted online","Global SFF events, wide bookstore distribution, library marketing",Publishes many bestselling epic fantasies/science fiction
Paulist Press,"New York City, US",www.paulistpress.com,Catholic and Nonfiction,Catholic and Nonfiction,250,2024,Fall,Y,N,N,N,Y,N,Catholic,N,N,Catholic theology/spirituality; proposals from qualified authors,"Church events, theological libraries, direct marketing",Historic Catholic publishing ministry
Persea Books,"New York City, US",www.perseabooks.com,"Young Adult, Literary Fiction, Narrative Nonfiction, Biographies & Memoirs, Politics, Feminism, LGBTQ+, Literary Fiction, Diverse Literature, BIPOC, Children's, Fiction, Nonfiction, Short Story, Poetry, and Novella",Multi,5000,2022,Spring,Y,Y,N,N,N,N,None,N,Y,"Open reading periods for literary novels, YA, and nonfiction; see guidelines","Indie bookstore distribution, library marketing, literary awards circuits",Founded in 1975; widely known for championing diverse voices
Kensington Publishing,"New York City, US",www.kensingtonbooks.com,"Biographies & Memoirs, Education & Reference, African-American, History, Religion & Spirituality, Self-Help, Mystery & Crime, Thriller & Suspense, Historical Fiction, Romance, Urban Fiction, Westerns, True Crime, Diverse Literature, LGBTQ+, BIPOC, Fiction, and Nonfiction",Multi,300,2022,Summer,N,Y,N,N,N,N,None,N,Y,Large independent mass-market publisher; some open calls for certain imprints (like Lyrical),"Widespread retail distribution, library marketing, romance cons","Known for wide genre coverage, from romance to true crime"
Ig Publishing,"New York City, US",www.igpublishing.com,"Literary Fiction, Environmental, History, LGBTQ+, Politics, Fiction, and Nonfiction",Multi,350,2023,Winter,N,N,N,N,N,N,None,N,Y,Indie press focusing on progressive politics & literary fiction; open reading periods posted on site,"Online distribution, library marketing, indie store partnerships",Niche imprint for critical nonfiction & literary works
Oni Press,"Portland, US",www.onipress.com,Comics & Graphic Novels and Fiction,Comics & Graphic Novels and Fiction,2000,2023,Winter,Y,Y,N,N,N,N,None,N,Y,Known for creator-owned comics; submission windows posted on site,"Comic shops, cons, library distribution, digital channels","Award-winning indie comics publisher (Scott Pilgrim, etc.)"
Yen Press,"New York City, US",www.yenpress.com,"Manga, Comics & Graphic Novels, and Fiction",Multi,1000,2019,Spring,Y,N,N,N,N,N,None,N,Y,Co-pub with Kadokawa in Japan; mostly licensed manga/light novels; limited open calls,"Comic/manga cons, major retailer distribution, library channels",Key player in manga/light novel market in English
Square One Publishers,"New York City, US",www.squareonepublishers.com,"Health & Wellbeing, Self-Help, Cookbook, and Nonfiction",Multi,250,2019,Spring,Y,Y,N,N,N,N,None,N,N,Lifestyle/health/cookbook proposals; see site for query guidelines,"Trade shows, library distribution, direct marketing",Independent health & lifestyle press
Holiday House,"New York City, US",www.holidayhouse.com,"Picture Book, Middle Grade, Young Adult, and Children's",Multi,300,2021,Winter,Y,Y,Y,N,N,N,None,N,N,Open to children’s/YA manuscripts (unagented); see website guidelines,"School/library distribution, children’s fairs, marketing to educators",Respected children’s-only publisher; many award-winning titles
Hawthorne Books,"Portland, US",www.hawthornebooks.com,"Literary Fiction, Narrative Nonfiction, Fiction, and Nonfiction",Multi,5000,2020,Fall,Y,N,N,N,N,N,None,N,Y,"Open reading periods posted; literary focus, NW emphasis","Small press distribution, library channels, lit festivals",Award-winning literary small press in the Pacific Northwest
